N,P,K,temperature,humidity,ph,Annual Rainfall,Recommended Crop
101,37,18,22.92360984,82.68738535,7.63737841,1115.029809,Cotton
106,46,20,23.43821725,78.63388824,6.200671976,973.8086526,Cotton
113,38,20,22.10718988,78.58320116,6.364729934,899.296388,Cotton
102,53,21,23.03814028,76.11021529,6.913678684,1097.963698,Cotton
110,39,18,24.54795322,75.39752705,7.766259769,766.5695839,Cotton
107,58,15,23.73868041,75.77503808,7.55606399,919.6403034,Cotton
120,60,15,22.31871914,83.86129998,7.288377241,784.2896413,Cotton
89,47,38,25.52468965,72.24850829,6.002524871,1822.643966,Jute
60,37,39,26.59104992,82.94164078,6.033485257,1934.963996,Jute
63,41,45,25.29781791,86.8870535,7.121933579,2359.499413,Jute
86,40,39,25.72100868,88.16513579,6.207459637,2107.304036,Jute
96,41,40,23.58419277,72.00460848,6.090060478,2285.090588,Jute
100,35,36,25.31042337,72.01364411,6.346715209,2286.693142,Jute
63,37,43,23.41798979,85.08640476,6.661957897,2228.936074,Jute
70,43,40,24.35564134,88.80391021,6.176860192,2029.401634,Jute
67,55,44,26.284017,75.14640198,7.251847296,2187.222536,Jute
74,40,40,25.13842773,83.12053888,6.386259978,2032.066158,Jute
89,53,44,24.88692811,71.91711523,7.319735475,1802.99841,Jute
74,46,45,25.75734909,88.36668522,6.025028997,2273.116182,Jute
89,41,38,23.12844351,74.68322732,6.344751947,2398.035496,Jute
60,55,40,24.9949957,88.95692783,7.02777956,1817.922762,Jute
67,43,38,25.21622704,70.88259632,7.299304715,2350.374662,Jute
70,38,35,24.39736241,79.26861738,7.014063944,1971.236413,Jute
74,49,38,23.31410442,71.4509053,7.488014404,1973.964448,Jute
90,40,39,25.72668885,81.86171563,6.626503893,2303.579267,Jute
82,35,44,26.96656378,78.21047693,6.239011,2038.069412,Jute
73,45,37,23.70467146,74.63745355,6.742688094,2175.340757,Jute
85,53,38,24.90075709,73.84186449,6.588017308,1846.789181,Jute
81,56,36,23.39605743,72.60512854,7.097586415,2097.451693,Jute
84,55,38,26.8748389,79.78725152,6.956682743,2077.220516,Jute
80,45,42,23.1426498,74.99739774,7.380396262,1822.842572,Jute
76,54,45,24.29496635,77.62976013,6.176618831,2219.760619,Jute
76,56,39,24.39459498,89.89106506,6.551130445,2365.464059,Jute
81,40,45,25.7629429,80.76238215,6.427726565,2094.086212,Jute
76,44,45,25.4879684,84.48235878,6.740947635,2025.418663,Jute
69,47,40,25.37122686,76.2403666,6.130136384,2205.924949,Jute
82,40,45,26.21312799,81.70476368,6.667633355,2161.485318,Jute
69,57,35,24.30748599,78.54340987,6.186814392,2234.805085,Jute
81,36,38,23.76554749,87.98329901,6.334837865,1803.799382,Jute
67,60,38,24.79853023,78.53037059,7.16214284,1947.416915,Jute
72,51,40,23.20683504,74.09956958,7.422318499,2393.720135,Jute
65,39,45,23.66805429,70.89000744,6.768001309,2213.559937,Jute
78,50,43,25.12417673,85.72530641,6.348441469,1914.861704,Jute
77,52,41,23.89069041,83.46409075,6.097294061,2012.676758,Jute
89,52,42,23.09433785,81.45139295,6.14132902,2359.904416,Jute
62,49,37,24.21744605,82.85284045,7.479248124,1993.639063,Jute
90,48,45,24.06475727,71.31342851,6.509174789,1843.668254,Jute
66,47,36,24.85441411,74.4407048,6.57256106,2106.875496,Jute
80,52,39,26.41915161,76.85691248,7.165696848,2366.522138,Jute
89,52,45,24.89326318,77.01222585,7.207457208,2357.639808,Jute
77,51,44,23.25583402,82.7015932,7.124333547,1994.593015,Jute
94,37,41,24.7634518,87.06071115,6.463538707,2149.957038,Jute
75,41,35,24.97042599,78.62697699,6.856833064,1999.698305,Jute
60,55,36,26.12797248,80.49172597,7.132389299,1807.592249,Jute
62,56,35,25.97825807,81.65769588,6.235357638,1960.185709,Jute
84,40,42,26.2830571,73.35763537,6.704273839,2240.277938,Jute
100,56,40,26.38905406,83.31240346,7.433313409,2113.819691,Jute
75,56,44,25.2746335,73.7459581,6.109478059,2016.518738,Jute
78,46,42,23.09499564,78.45959697,7.095413294,1864.62184,Jute
82,48,36,25.79351957,81.76904006,6.352076783,2318.902058,Jute
100,58,41,23.17403323,87.88255345,6.658769991,1927.46081,Jute
88,50,40,25.63215038,79.95150917,7.051822472,2187.098732,Jute
67,41,40,25.848795,87.81661683,7.333143205,1831.433284,Jute
72,42,43,26.56767277,80.90424543,6.352771037,2175.498726,Jute
89,40,43,26.24532085,72.97198375,7.124050134,2279.653421,Jute
89,57,43,26.91515043,73.19897535,6.998787171,2126.679658,Jute
61,41,44,24.36972377,82.11319791,6.537914958,1919.053121,Jute
79,45,43,25.71901283,79.15532398,7.171054239,2246.082509,Jute
84,40,43,25.01157559,88.3313023,7.228268228,2033.001617,Jute
98,43,35,25.40785911,76.44048625,7.319952206,2263.647391,Jute
75,36,44,23.28081,74.27607475,6.613341343,1844.936878,Jute
89,58,35,23.98651719,82.09053379,6.096838784,2004.691747,Jute
91,41,37,24.48556447,83.20630007,6.132570523,2306.779465,Jute
77,48,36,25.86705009,84.09985284,7.36008498,1858.069016,Jute
66,58,35,23.5643831,79.46283115,7.321619041,2223.11364,Jute
62,59,41,24.2248758,74.89465426,7.175170657,2309.917508,Jute
82,35,35,25.49386782,86.97061481,7.299076163,2118.32192,Jute
61,41,35,24.97178693,79.47557931,6.842966479,2349.085946,Jute
99,57,38,24.80624984,82.09281674,6.356295568,1876.339409,Jute
70,42,43,23.16814977,76.66724969,6.508342839,1885.458062,Jute
90,59,35,24.25133493,89.86454053,7.098227926,2102.090534,Jute
73,43,42,26.58361011,78.00774772,6.310699968,1857.886637,Jute
67,46,44,26.82489244,78.20392774,7.093328631,1847.039768,Jute
84,37,42,25.49674786,81.13449097,6.691074249,2039.145881,Jute
72,41,36,24.09874353,80.57226761,6.187746776,2122.324931,Jute
71,56,37,23.18866654,86.20899734,6.491506245,2113.244124,Jute
64,53,38,26.24347471,78.51063754,6.855362875,2200.878302,Jute
65,54,39,23.75091572,71.14782585,7.124571593,1921.067464,Jute
60,58,37,26.13871511,79.1188943,6.067302109,2057.87104,Jute
86,39,43,26.14576648,71.23690851,6.432051512,2317.209118,Jute
90,50,44,26.91643698,73.48655995,6.253408852,2057.65965,Jute
91,38,36,26.5232969,77.17331847,7.287318723,1894.258274,Jute
87,48,38,23.81579631,80.94023552,7.161865733,2283.746592,Jute
72,41,36,26.50838667,86.84264005,6.065898283,1835.762036,Jute
71,54,35,26.63952463,70.95705996,7.311077075,2392.026893,Jute
82,46,41,23.3250131,79.79609448,6.581693772,2247.715378,Jute
71,52,43,26.47549543,73.96164569,6.732826127,2163.016321,Jute
80,43,43,23.78756036,74.36794079,6.014572075,2071.731185,Jute
77,55,43,25.49941707,75.99987588,6.663559451,2324.570194,Jute
95,57,41,23.24925555,73.65346838,6.434610995,2217.209836,Jute
63,47,35,26.98582182,89.05587886,7.432768147,2326.534456,Jute
93,43,38,23.61475336,86.14290267,6.987332927,1802.826286,Jute
87,44,43,23.87484465,86.79261344,6.718725189,2130.176776,Jute
88,52,39,23.92887902,88.07112278,6.880204617,1855.930483,Jute
90,39,37,24.81441246,81.68688879,6.86106911,2289.463663,Jute
90,39,43,24.44743944,82.286484,6.7693455,2291.621862,Jute
84,38,43,26.57421679,73.81994896,7.26158085,1911.86769,Jute
91,21,26,26.33377983,57.36469955,7.261313694,2299.859294,Coffee
107,21,26,26.45288458,55.32222678,7.235070264,1736.233603,Coffee
83,38,35,25.70822684,52.88667115,7.18915558,1640.79011,Coffee
108,24,31,24.12832546,56.18107663,6.431899748,1767.309382,Coffee
116,28,34,23.44372334,60.39523266,6.42321105,1466.523898,Coffee
116,23,25,23.4123707,52.26994674,6.869720196,1672.404904,Coffee
109,31,27,23.05951896,50.40609436,6.973839707,1973.96625,Coffee
89,25,34,23.07895447,63.65861483,7.184801627,1558.518532,Coffee
118,18,32,27.6496114,51.11044023,6.351823783,1474.071386,Coffee
111,32,34,25.46743689,69.35161206,6.392048018,2056.517354,Coffee
84,36,28,26.7350622,55.55164819,6.119892347,1687.566256,Coffee
85,33,25,26.20811417,52.50987966,6.910823945,2269.133789,Coffee
99,15,27,27.0424167,57.27927475,6.501157208,1988.246543,Coffee
81,30,31,24.65090184,51.93952357,7.027585559,1621.663844,Coffee
95,39,29,27.35152643,55.99375012,7.13411409,1787.77503,Coffee
81,34,30,25.17787724,62.26244581,6.647765997,1620.143579,Coffee
80,15,28,23.11438731,68.00096043,6.703270635,1942.733549,Coffee
104,20,26,27.22783677,52.95261751,7.493191968,2108.712328,Coffee
109,29,28,23.26316991,60.5160021,6.724688503,2330.106565,Coffee
100,32,26,25.234661,57.53161469,6.043485685,1490.714084,Coffee
100,24,28,25.59535262,57.72920846,7.101661011,2349.279901,Coffee
83,21,28,25.5674832,60.49244602,7.466900683,2282.709412,Coffee
120,23,28,25.67324193,51.29043632,6.877799264,2355.28364,Coffee
104,26,30,24.40726724,62.65692638,6.410992833,1784.37283,Coffee
108,33,31,23.69287069,66.76090123,7.393825704,1735.891709,Coffee
91,25,26,24.53460016,66.99765375,7.482414225,2166.071108,Coffee
86,26,27,27.13140403,52.89368299,6.081172981,2309.136457,Coffee
98,18,27,27.56088634,68.49299897,6.516312148,2009.22969,Coffee
111,27,31,23.59302313,55.27564977,6.043330951,2296.77681,Coffee
84,39,35,23.17714381,52.13864034,6.959404135,1407.736274,Coffee
98,27,27,24.71384065,51.29142534,7.238109556,2371.727653,Coffee
118,21,34,24.38534644,64.72543073,7.234258375,1435.588931,Coffee
103,27,31,27.15998538,51.59100753,6.691541233,1514.102647,Coffee
82,24,33,26.53543168,67.09608099,6.809593554,1447.793321,Coffee
86,31,35,27.01207284,60.76645256,6.485761419,2297.410717,Coffee
88,35,35,27.55906475,58.45742907,6.784460602,1415.267992,Coffee
84,27,29,23.32293161,53.00366334,7.167092586,2019.173144,Coffee
120,40,33,24.23850608,54.30329632,6.73410539,1381.876814,Coffee
106,40,30,23.42611644,64.10651528,6.779984384,1472.21689,Coffee
113,21,33,26.02241444,55.83288958,7.277422738,2122.825109,Coffee
117,34,25,24.83846178,56.7685316,7.21270048,1492.962042,Coffee
80,30,25,26.24092174,65.64381357,7.487266991,1780.525442,Coffee
88,21,27,24.43011925,66.02411187,7.231166546,2179.641929,Coffee
113,33,34,26.00373964,62.1445102,6.559817161,1841.733312,Coffee
87,23,28,26.22367404,62.26594559,6.979590627,2324.954362,Coffee
113,15,29,27.09617155,63.55324262,6.779230041,2282.928679,Coffee
98,29,30,25.64004392,61.03273481,6.217974349,2393.682763,Coffee
97,29,27,27.74576987,54.36976075,7.205078785,1678.343317,Coffee
85,35,32,26.24928198,54.28617819,6.854011265,1597.344278,Coffee
82,29,35,26.67377159,52.24226285,6.246872394,1873.852678,Coffee
103,33,25,27.10210397,55.7497332,6.911066044,1674.015805,Coffee
112,17,28,27.62975458,61.26002598,6.777417989,2359.791197,Coffee
99,19,33,27.5364547,55.51673151,6.273741983,1567.652572,Coffee
120,20,34,23.56960509,50.56339727,6.906124587,1564.556543,Coffee
114,27,28,24.99451759,57.93250202,7.162802357,2314.484186,Coffee
100,40,35,27.56441788,54.41094079,6.955787351,2133.793104,Coffee
108,35,25,23.98143338,61.10935084,6.971963169,1938.334914,Coffee
115,31,30,24.22984659,67.37768353,6.840927967,1468.888102,Coffee
87,28,30,25.60153969,68.66257977,6.536676653,2026.060326,Coffee
82,24,26,24.31274458,53.57285558,6.089443603,2212.924717,Coffee
94,26,27,26.36629861,52.25738495,7.456460375,2127.811393,Coffee
87,28,35,26.5602777,57.1621814,6.759211911,1824.739472,Coffee
118,40,35,26.35034208,58.50650238,7.460174812,1458.703556,Coffee
87,38,29,25.20406808,57.88370456,6.652642579,1873.748706,Coffee
92,40,30,23.35723208,55.18792166,6.026287448,2060.372335,Coffee
97,22,26,23.60567546,59.68849145,6.074190142,2221.881671,Coffee
99,40,32,24.18471151,69.94807345,7.045543056,1959.250478,Coffee
89,28,33,26.44414097,53.83876189,6.993236001,2104.467977,Coffee
112,39,29,26.12492233,63.37479229,6.726528895,1773.642366,Coffee
111,28,26,27.77363343,64.47858698,6.937352845,2312.545483,Coffee
114,20,26,25.55656667,62.67087838,7.27905689,2323.03948,Coffee
117,26,30,27.92374437,67.96910852,7.079850922,1382.790637,Coffee
111,29,31,26.05968403,52.31098539,6.136286518,1936.119042,Coffee
119,30,28,26.35770906,64.57578034,6.505203696,1963.523395,Coffee
116,40,33,24.91370487,54.15319242,7.042089492,1554.577373,Coffee
95,37,35,27.31317116,68.4233391,6.348337519,2309.145767,Coffee
86,40,33,26.1387869,52.26311691,7.432322234,1635.633319,Coffee
117,37,32,23.1069385,67.06230539,6.787658922,1950.923527,Coffee
105,18,35,23.52648086,68.44030686,6.743417121,2062.607926,Coffee
109,23,25,25.11711046,68.48030408,7.00733163,2338.528175,Coffee
80,18,31,24.02952505,58.84880599,7.303033217,1616.164763,Coffee
101,31,26,26.70897548,69.71184111,6.861235184,1906.330664,Coffee
103,33,33,26.71717393,50.50148528,7.131435858,1521.688781,Coffee
93,26,27,24.59245684,56.46829641,7.288211994,1652.452856,Coffee
104,35,28,27.51006055,50.66687215,6.983732393,1727.946658,Coffee
116,36,25,27.57847581,58.52534263,6.172090205,1880.172449,Coffee
107,38,29,26.65069302,57.56695719,6.35118177,1741.26078,Coffee
101,33,33,26.97251562,62.0183627,6.908671379,1714.332952,Coffee
107,31,31,23.17124551,52.97841162,6.766184468,1837.441973,Coffee
99,16,30,23.52652084,65.44340921,6.392791654,2234.073844,Coffee
103,40,30,27.30901814,55.196224,6.348316257,1697.797973,Coffee
118,31,34,27.54823036,62.88179198,6.123796057,2177.004974,Coffee
106,21,35,25.627355,57.04151119,7.428523634,2262.607843,Coffee
116,38,34,23.29250318,50.04557009,6.020947179,2201.62302,Coffee
97,35,26,24.91461008,53.74144743,6.334610249,1995.059168,Coffee
107,34,32,26.77463708,66.4132686,6.78006386,2133.29409,Coffee
99,15,27,27.41711238,56.63636248,6.086922359,1535.09532,Coffee
118,33,30,24.13179691,67.22512329,6.362607851,2079.874063,Coffee
117,32,34,26.2724184,52.12739421,6.758792552,1526.103514,Coffee
104,18,30,23.60301571,60.39647474,6.779832611,1691.244498,Coffee
